ocid,id,tag,buyer,title,buyer/identifier/legalName,planning/budget/amount/amount,tender/procuringEntity,tender/title,tender/description,tender/procurementMethod,tender/tenderPeriod/startDate,tender/tenderPeriod/endDate,tender/milestones/status,tender/title,tender/description,tendervalueamount,procurementMethod,tender/tenderPeriod/startDate,tender/tenderPeriod/endDate,tender/procuringEntity,tender/procuringEntity/additionalIdentifiers/legalName,tender/procuringEntity/name,awards/title,awards/description,awards/date,awards/value/amount,awards/suppliers,awards/contractPeriod/startDate,awards/contractPeriod/endDate,awards/suppliers/identifier/legalName,awards/suppliers/additionalIdentifiers/legalName,contractor,awards/amendment/date,contracts/title,contracts/description,contracts/period/startDate,contracts/period/endDate,contractscomp,contractsimp,category
ocds-gyl66f-lbrbda-99yhgb,ocds-gyl66f-lbrbda-99yhgb,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot33/ws/14 - Drilling of 1No Solar powered water Scheme at Mikang LGA, Plateau state",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,11000000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot33/ws/14 - Drilling of 1No Solar powered water Scheme at Mikang LGA, Plateau state","Lot33/ws/14 - Drilling of 1No Solar powered water Scheme at Mikang LGA, Plateau state",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0,"Lot33/ws/14 - Drilling of 1No Solar powered water Scheme at Mikang LGA, Plateau state","Lot33/ws/14 - Drilling of 1No Solar powered water Scheme at Mikang LGA, Plateau state",10711690.5,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot33/ws/14 - Drilling of 1No Solar powered water Scheme at Mikang LGA, Plateau state","Lot33/ws/14 - Drilling of 1No Solar powered water Scheme at Mikang LGA, Plateau state",31/10/2014,10711690.5,"Abhumu Ltd, Suite B41, Area 11Mall, Ahmadu Bello Way Garki Abuja",0,"May, 2015","Abhumu Ltd, Suite B41, Area 11Mall, Ahmadu Bello Way Garki Abuja","Abhumu Ltd, Suite B41, Area 11Mall, Ahmadu Bello Way Garki Abuja","Abhumu Ltd, Suite B41, Area 11Mall, Ahmadu Bello Way Garki Abuja",NIL,"Lot33/ws/14 - Drilling of 1No Solar powered water Scheme at Mikang LGA, Plateau state","Lot33/ws/14 - Drilling of 1No Solar powered water Scheme at Mikang LGA, Plateau state",0,"May, 2015",0,ON-GOING,works
ocds-gyl66f-lbrbda-ttzeop,ocds-gyl66f-lbrbda-ttzeop,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot34/ws/14 - construction of 7 nos Hand Pump Boreholes with aring platform at Pankshin/Kanke LGAs Plateau State,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,14700000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot34/ws/14 - construction of 7 nos Hand Pump Boreholes with aring platform at Pankshin/Kanke LGAs Plateau State,Lot34/ws/14 - construction of 7 nos Hand Pump Boreholes with aring platform at Pankshin/Kanke LGAs Plateau State,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.1,Lot34/ws/14 - construction of 7 nos Hand Pump Boreholes with aring platform at Pankshin/Kanke LGAs Plateau State,Lot34/ws/14 - construction of 7 nos Hand Pump Boreholes with aring platform at Pankshin/Kanke LGAs Plateau State,10915277.5,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot34/ws/14 - construction of 7 nos Hand Pump Boreholes with aring platform at Pankshin/Kanke LGAs Plateau State,Lot34/ws/14 - construction of 7 nos Hand Pump Boreholes with aring platform at Pankshin/Kanke LGAs Plateau State,31/10/2014,10915277.5,A&J Investment & Management Company Ltd.,"November, 2014","May, 2015",A&J Investment & Management Company Ltd.,A&J Investment & Management Company Ltd.,A&J Investment & Management Company Ltd.,NIL,Lot34/ws/14 - construction of 7 nos Hand Pump Boreholes with aring platform at Pankshin/Kanke LGAs Plateau State,Lot34/ws/14 - construction of 7 nos Hand Pump Boreholes with aring platform at Pankshin/Kanke LGAs Plateau State,"November, 2014","May, 2015",0,ON-GOING,consulting
ocds-gyl66f-lbrbda-2mzlos,ocds-gyl66f-lbrbda-2mzlos,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot35/ws/14 - Laying of Asphalt on 1Km Road in Nasarawa Town, Nasarawa State",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,15000000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot35/ws/14 - Laying of Asphalt on 1Km Road in Nasarawa Town, Nasarawa State","Lot35/ws/14 - Laying of Asphalt on 1Km Road in Nasarawa Town, Nasarawa State",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0,"Lot35/ws/14 - Laying of Asphalt on 1Km Road in Nasarawa Town, Nasarawa State","Lot35/ws/14 - Laying of Asphalt on 1Km Road in Nasarawa Town, Nasarawa State",37507050,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot35/ws/14 - Laying of Asphalt on 1Km Road in Nasarawa Town, Nasarawa State","Lot35/ws/14 - Laying of Asphalt on 1Km Road in Nasarawa Town, Nasarawa State",31/10/2014,37507050,"Privent Construction Ltd, GP 651, Ankpa Qtrs, Makurdi, Benue State",0,"May, 2015","Privent Construction Ltd, GP 651, Ankpa Qtrs, Makurdi, Benue State","Privent Construction Ltd, GP 651, Ankpa Qtrs, Makurdi, Benue State","Privent Construction Ltd, GP 651, Ankpa Qtrs, Makurdi, Benue State",NIL,"Lot35/ws/14 - Laying of Asphalt on 1Km Road in Nasarawa Town, Nasarawa State","Lot35/ws/14 - Laying of Asphalt on 1Km Road in Nasarawa Town, Nasarawa State",0,"May, 2015",0,ON-GOING,nonconsulting
ocds-gyl66f-lbrbda-554eee,ocds-gyl66f-lbrbda-554eee,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 37/ws/14 - Water project at Mbahumun (Solar Powered Borehole) in Kwande LGA, Benue State",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,25000000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 37/ws/14 - Water project at Mbahumun (Solar Powered Borehole) in Kwande LGA, Benue State","Lot 37/ws/14 - Water project at Mbahumun (Solar Powered Borehole) in Kwande LGA, Benue State",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.05,"Lot 37/ws/14 - Water project at Mbahumun (Solar Powered Borehole) in Kwande LGA, Benue State","Lot 37/ws/14 - Water project at Mbahumun (Solar Powered Borehole) in Kwande LGA, Benue State",26816934.74,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 37/ws/14 - Water project at Mbahumun (Solar Powered Borehole) in Kwande LGA, Benue State","Lot 37/ws/14 - Water project at Mbahumun (Solar Powered Borehole) in Kwande LGA, Benue State",31/10/2014,26816934.74,"Amid merchants Company Ltd, No. 20A, Bank Road, Kaduna","November, 2014","May, 2015","Amid merchants Company Ltd, No. 20A, Bank Road, Kaduna","Amid merchants Company Ltd, No. 20A, Bank Road, Kaduna","Amid merchants Company Ltd, No. 20A, Bank Road, Kaduna",NIL,"Lot 37/ws/14 - Water project at Mbahumun (Solar Powered Borehole) in Kwande LGA, Benue State","Lot 37/ws/14 - Water project at Mbahumun (Solar Powered Borehole) in Kwande LGA, Benue State","November, 2014","May, 2015",0,ON-GOING,goods
ocds-gyl66f-lbrbda-llmell,ocds-gyl66f-lbrbda-llmell,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot38/ws/14 - Underground Water Development (Driling of 2Nos motorized Boreholes) in Ogbadigbo,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,60000000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot38/ws/14 - Underground Water Development (Driling of 2Nos motorized Boreholes) in Ogbadigbo,Lot38/ws/14 - Underground Water Development (Driling of 2Nos motorized Boreholes) in Ogbadigbo,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.8,Lot38/ws/14 - Underground Water Development (Driling of 2Nos motorized Boreholes) in Ogbadigbo,Lot38/ws/14 - Underground Water Development (Driling of 2Nos motorized Boreholes) in Ogbadigbo,22900000,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot38/ws/14 - Underground Water Development (Driling of 2Nos motorized Boreholes) in Ogbadigbo,Lot38/ws/14 - Underground Water Development (Driling of 2Nos motorized Boreholes) in Ogbadigbo,31/10/2014,22900000,"Nasibelco resources Nig. Ltd. No 11, Behind No.5 Gyado hospital Road GRA, Gboko","November, 2014","May, 2015","Nasibelco resources Nig. Ltd. No 11, Behind No.5 Gyado hospital Road GRA, Gboko","Nasibelco resources Nig. Ltd. No 11, Behind No.5 Gyado hospital Road GRA, Gboko","Nasibelco resources Nig. Ltd. No 11, Behind No.5 Gyado hospital Road GRA, Gboko",NIL,Lot38/ws/14 - Underground Water Development (Driling of 2Nos motorized Boreholes) in Ogbadigbo,Lot38/ws/14 - Underground Water Development (Driling of 2Nos motorized Boreholes) in Ogbadigbo,"November, 2014","May, 2015",0,ON-GOING,works
ocds-gyl66f-lbrbda-528deg,ocds-gyl66f-lbrbda-528deg,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"lot 39/ws/14 - underground water development (Drilling of 1No Motorized borehole) in Fwavwei, jos South LGA, Plateau State",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,0,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"lot 39/ws/14 - underground water development (Drilling of 1No Motorized borehole) in Fwavwei, jos South LGA, Plateau State","lot 39/ws/14 - underground water development (Drilling of 1No Motorized borehole) in Fwavwei, jos South LGA, Plateau State",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,1,"lot 39/ws/14 - underground water development (Drilling of 1No Motorized borehole) in Fwavwei, jos South LGA, Plateau State","lot 39/ws/14 - underground water development (Drilling of 1No Motorized borehole) in Fwavwei, jos South LGA, Plateau State",10535096.25,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"lot 39/ws/14 - underground water development (Drilling of 1No Motorized borehole) in Fwavwei, jos South LGA, Plateau State","lot 39/ws/14 - underground water development (Drilling of 1No Motorized borehole) in Fwavwei, jos South LGA, Plateau State",31/10/2014,10535096.25,"Lobot dong Nig. Ltd, Dagee House, Bahwol Kanang, Jos, Plateau State","November, 2014","May, 2015","Lobot dong Nig. Ltd, Dagee House, Bahwol Kanang, Jos, Plateau State","Lobot dong Nig. Ltd, Dagee House, Bahwol Kanang, Jos, Plateau State","Lobot dong Nig. Ltd, Dagee House, Bahwol Kanang, Jos, Plateau State",NIL,"lot 39/ws/14 - underground water development (Drilling of 1No Motorized borehole) in Fwavwei, jos South LGA, Plateau State","lot 39/ws/14 - underground water development (Drilling of 1No Motorized borehole) in Fwavwei, jos South LGA, Plateau State","November, 2014","May, 2015",0,ON-GOING,consulting
ocds-gyl66f-lbrbda-m9zers,ocds-gyl66f-lbrbda-m9zers,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot40/ws/14 - Underground water development ( drilling of 1No. Motorized borehole) in Uikpam, Guma LGA, Benue State",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,0,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot40/ws/14 - Underground water development ( drilling of 1No. Motorized borehole) in Uikpam, Guma LGA, Benue State","Lot40/ws/14 - Underground water development ( drilling of 1No. Motorized borehole) in Uikpam, Guma LGA, Benue State",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,1,"Lot40/ws/14 - Underground water development ( drilling of 1No. Motorized borehole) in Uikpam, Guma LGA, Benue State","Lot40/ws/14 - Underground water development ( drilling of 1No. Motorized borehole) in Uikpam, Guma LGA, Benue State",10925250,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot40/ws/14 - Underground water development ( drilling of 1No. Motorized borehole) in Uikpam, Guma LGA, Benue State","Lot40/ws/14 - Underground water development ( drilling of 1No. Motorized borehole) in Uikpam, Guma LGA, Benue State",31/10/2014,10925250,"Chenkibou Nig Ltd, 19 Balewa Crescent High/level. Makurdi, Benue State","November, 2014","May, 2015","Chenkibou Nig Ltd, 19 Balewa Crescent High/level. Makurdi, Benue State","Chenkibou Nig Ltd, 19 Balewa Crescent High/level. Makurdi, Benue State","Chenkibou Nig Ltd, 19 Balewa Crescent High/level. Makurdi, Benue State",NIL,"Lot40/ws/14 - Underground water development ( drilling of 1No. Motorized borehole) in Uikpam, Guma LGA, Benue State","Lot40/ws/14 - Underground water development ( drilling of 1No. Motorized borehole) in Uikpam, Guma LGA, Benue State","November, 2014","May, 2015",0,ON-GOING,nonconsulting
ocds-gyl66f-lbrbda-y27lls,ocds-gyl66f-lbrbda-y27lls,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"ot 41/ws/14 - underground water development (drilling of 1 no. motorized borehole) in Lafia, Lafia LGA, Nasarwa State",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,0,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"ot 41/ws/14 - underground water development (drilling of 1 no. motorized borehole) in Lafia, Lafia LGA, Nasarwa State","ot 41/ws/14 - underground water development (drilling of 1 no. motorized borehole) in Lafia, Lafia LGA, Nasarwa State",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,1,"ot 41/ws/14 - underground water development (drilling of 1 no. motorized borehole) in Lafia, Lafia LGA, Nasarwa State","ot 41/ws/14 - underground water development (drilling of 1 no. motorized borehole) in Lafia, Lafia LGA, Nasarwa State",10529125,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"ot 41/ws/14 - underground water development (drilling of 1 no. motorized borehole) in Lafia, Lafia LGA, Nasarwa State","ot 41/ws/14 - underground water development (drilling of 1 no. motorized borehole) in Lafia, Lafia LGA, Nasarwa State",31/10/2014,10529125,Jankasa Resources Nig. Ltd.,"November, 2014","May, 2015",Jankasa Resources Nig. Ltd.,Jankasa Resources Nig. Ltd.,Jankasa Resources Nig. Ltd.,NIL,"ot 41/ws/14 - underground water development (drilling of 1 no. motorized borehole) in Lafia, Lafia LGA, Nasarwa State","ot 41/ws/14 - underground water development (drilling of 1 no. motorized borehole) in Lafia, Lafia LGA, Nasarwa State","November, 2014","May, 2015",0,ON-GOING,goods
ocds-gyl66f-lbrbda-y6atpm,ocds-gyl66f-lbrbda-y6atpm,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"4 - underground water development (driling of 1no. Motorized borehole) in Ochadamu, Ofu LGA, Kogi State",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,0,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"4 - underground water development (driling of 1no. Motorized borehole) in Ochadamu, Ofu LGA, Kogi State","4 - underground water development (driling of 1no. Motorized borehole) in Ochadamu, Ofu LGA, Kogi State",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,1,"4 - underground water development (driling of 1no. Motorized borehole) in Ochadamu, Ofu LGA, Kogi State","4 - underground water development (driling of 1no. Motorized borehole) in Ochadamu, Ofu LGA, Kogi State",13728100,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"4 - underground water development (driling of 1no. Motorized borehole) in Ochadamu, Ofu LGA, Kogi State","4 - underground water development (driling of 1no. Motorized borehole) in Ochadamu, Ofu LGA, Kogi State",31/10/2014,13728100,"E O Ogidi & Sons NIG. LTD block B, Flat 19, Powa National Shopping Complex, Abuja","November, 2014",00/01/1900,"E O Ogidi & Sons NIG. LTD block B, Flat 19, Powa National Shopping Complex, Abuja","E O Ogidi & Sons NIG. LTD block B, Flat 19, Powa National Shopping Complex, Abuja","E O Ogidi & Sons NIG. LTD block B, Flat 19, Powa National Shopping Complex, Abuja",NIL,"4 - underground water development (driling of 1no. Motorized borehole) in Ochadamu, Ofu LGA, Kogi State","4 - underground water development (driling of 1no. Motorized borehole) in Ochadamu, Ofu LGA, Kogi State","November, 2014",00/01/1900,0,ON-GOING,works
ocds-gyl66f-lbrbda-lm3spi,ocds-gyl66f-lbrbda-lm3spi,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 43/ws/14 - construction  of flood channelization & gully reclaimation works in Dyegh, Buruku LGA, Benue state",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,40000000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 43/ws/14 - construction  of flood channelization & gully reclaimation works in Dyegh, Buruku LGA, Benue state","Lot 43/ws/14 - construction  of flood channelization & gully reclaimation works in Dyegh, Buruku LGA, Benue state",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0,"Lot 43/ws/14 - construction  of flood channelization & gully reclaimation works in Dyegh, Buruku LGA, Benue state","Lot 43/ws/14 - construction  of flood channelization & gully reclaimation works in Dyegh, Buruku LGA, Benue state",180200562.7,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 43/ws/14 - construction  of flood channelization & gully reclaimation works in Dyegh, Buruku LGA, Benue state","Lot 43/ws/14 - construction  of flood channelization & gully reclaimation works in Dyegh, Buruku LGA, Benue state",31/10/2014,180200562.7,"Nbeichon Engineering Services Ltd, 3 ihiala Street Area2, Garki Abuja",0,00/01/1900,"Nbeichon Engineering Services Ltd, 3 ihiala Street Area2, Garki Abuja","Nbeichon Engineering Services Ltd, 3 ihiala Street Area2, Garki Abuja","Nbeichon Engineering Services Ltd, 3 ihiala Street Area2, Garki Abuja",NIL,"Lot 43/ws/14 - construction  of flood channelization & gully reclaimation works in Dyegh, Buruku LGA, Benue state","Lot 43/ws/14 - construction  of flood channelization & gully reclaimation works in Dyegh, Buruku LGA, Benue state",0,00/01/1900,0,ON-GOING,consulting
ocds-gyl66f-lbrbda-8a4seo,ocds-gyl66f-lbrbda-8a4seo,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot44/ws/14 - Provision of 5 nos Solar powered boreholes in Makurdi LGA, Benue North-West Senatorial District",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,300000000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot44/ws/14 - Provision of 5 nos Solar powered boreholes in Makurdi LGA, Benue North-West Senatorial District","Lot44/ws/14 - Provision of 5 nos Solar powered boreholes in Makurdi LGA, Benue North-West Senatorial District",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.4,"Lot44/ws/14 - Provision of 5 nos Solar powered boreholes in Makurdi LGA, Benue North-West Senatorial District","Lot44/ws/14 - Provision of 5 nos Solar powered boreholes in Makurdi LGA, Benue North-West Senatorial District",54745525,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot44/ws/14 - Provision of 5 nos Solar powered boreholes in Makurdi LGA, Benue North-West Senatorial District","Lot44/ws/14 - Provision of 5 nos Solar powered boreholes in Makurdi LGA, Benue North-West Senatorial District",31/10/2014,54745525,"Sdeel & Associates Ltd, Plot 1396, Lagos Crescent, Garki II Abuja ","November, 2014","May, 2015","Sdeel & Associates Ltd, Plot 1396, Lagos Crescent, Garki II Abuja ","Sdeel & Associates Ltd, Plot 1396, Lagos Crescent, Garki II Abuja ","Sdeel & Associates Ltd, Plot 1396, Lagos Crescent, Garki II Abuja ",NIL,"Lot44/ws/14 - Provision of 5 nos Solar powered boreholes in Makurdi LGA, Benue North-West Senatorial District","Lot44/ws/14 - Provision of 5 nos Solar powered boreholes in Makurdi LGA, Benue North-West Senatorial District","November, 2014","May, 2015",0,ON-GOING,nonconsulting
ocds-gyl66f-lbrbda-tyzhtm,ocds-gyl66f-lbrbda-tyzhtm,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"lot45/ws/14 - provision of 5nos Solar powered boreholes in Gboko LGA, Benue North-West Senatorial District",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,0,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"lot45/ws/14 - provision of 5nos Solar powered boreholes in Gboko LGA, Benue North-West Senatorial District","lot45/ws/14 - provision of 5nos Solar powered boreholes in Gboko LGA, Benue North-West Senatorial District",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.4,"lot45/ws/14 - provision of 5nos Solar powered boreholes in Gboko LGA, Benue North-West Senatorial District","lot45/ws/14 - provision of 5nos Solar powered boreholes in Gboko LGA, Benue North-West Senatorial District",54093275,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"lot45/ws/14 - provision of 5nos Solar powered boreholes in Gboko LGA, Benue North-West Senatorial District","lot45/ws/14 - provision of 5nos Solar powered boreholes in Gboko LGA, Benue North-West Senatorial District",31/10/2014,54093275,"Studio Appartments Ltd, Suite D6, Othni Plaza, Nouchott Street, Zone 1 Wuae, Abuja","November, 2014","May, 2015","Studio Appartments Ltd, Suite D6, Othni Plaza, Nouchott Street, Zone 1 Wuae, Abuja","Studio Appartments Ltd, Suite D6, Othni Plaza, Nouchott Street, Zone 1 Wuae, Abuja","Studio Appartments Ltd, Suite D6, Othni Plaza, Nouchott Street, Zone 1 Wuae, Abuja",NIL,"lot45/ws/14 - provision of 5nos Solar powered boreholes in Gboko LGA, Benue North-West Senatorial District","lot45/ws/14 - provision of 5nos Solar powered boreholes in Gboko LGA, Benue North-West Senatorial District","November, 2014","May, 2015",0,ON-GOING,goods
ocds-gyl66f-lbrbda-wm5lbl,ocds-gyl66f-lbrbda-wm5lbl,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot46/ws/14-Provision of 5nos Solar powered boreholes in Guma LGA Benue North -West Senatorial District,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,0,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot46/ws/14-Provision of 5nos Solar powered boreholes in Guma LGA Benue North -West Senatorial District,Lot46/ws/14-Provision of 5nos Solar powered boreholes in Guma LGA Benue North -West Senatorial District,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.4,Lot46/ws/14-Provision of 5nos Solar powered boreholes in Guma LGA Benue North -West Senatorial District,Lot46/ws/14-Provision of 5nos Solar powered boreholes in Guma LGA Benue North -West Senatorial District,54075751.63,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot46/ws/14-Provision of 5nos Solar powered boreholes in Guma LGA Benue North -West Senatorial District,Lot46/ws/14-Provision of 5nos Solar powered boreholes in Guma LGA Benue North -West Senatorial District,31/10/2014,54075751.63,"Aim Frontline Nig Ltd, No. 5, 5th Avenue Bida Street, Wadata, Makurdi","November, 2014","May, 2015","Aim Frontline Nig Ltd, No. 5, 5th Avenue Bida Street, Wadata, Makurdi","Aim Frontline Nig Ltd, No. 5, 5th Avenue Bida Street, Wadata, Makurdi","Aim Frontline Nig Ltd, No. 5, 5th Avenue Bida Street, Wadata, Makurdi",NIL,Lot46/ws/14-Provision of 5nos Solar powered boreholes in Guma LGA Benue North -West Senatorial District,Lot46/ws/14-Provision of 5nos Solar powered boreholes in Guma LGA Benue North -West Senatorial District,"November, 2014","May, 2015",0,ON-GOING,works
